INFO: kbplacer_plugin_action.py:70: Plugin version: 0.14
INFO: kbplacer_plugin_action.py:71: Python version: '3.11.5 (main, Nov  6 2025, 07:48:09) [MSC v.1944 64 bit (AMD64)]'
INFO: kbplacer_plugin_action.py:72: KiCad version: 9.0.7 with 4.2.2 msw (phoenix) wxWidgets 3.2.8
INFO: kbplacer_dialog.py:631: Language: en
INFO: kbplacer_plugin_action.py:80: GUI state: {"layout_path": "C:\\Users\\matia\\Documents\\Projects\\kicad9\\keyboardv1-KiCAD\\keyboard-layout (2).json", "key_distance": [19.05, 19.05], "key_info": {"annotation_format": "SW{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": true, "optimize_diodes_orientation": true, "diode_info": {"annotation_format": "D{}", "position_option": "Custom", "position": {"x": 4.0, "y": 4.0, "orientation": 90.0, "side": "Back"}, "template_path": ""}, "additional_elements": [{"annotation_format": "ST{}", "position_option": "Custom", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}], "route_rows_and_columns": true, "template_path": "", "generate_outline": false, "outline_delta": 0.0}
DEBUG: key_placer.py:424: Set key 1U distance: 19050000/19050000
DEBUG: key_placer.py:141: Switches by nets: defaultdict(<class 'list'>, {frozenset({'P-', '/MCU/BOOT'}): ['SW86'], frozenset({'P-', 'Net-(C8-Pad2)'}): ['SW85'], frozenset({'row0', 'col2'}): ['SW3'], frozenset({'row4', 'col0'}): ['SW61'], frozenset({'col4', 'row4'}): ['SW65'], frozenset({'col9', 'row5'}): ['SW84'], frozenset({'col5', 'row3'}): ['SW52'], frozenset({'row3', 'col11'}): ['SW58'], frozenset({'col13', 'row3'}): ['SW60'], frozenset({'col3', 'row5'}): ['SW78'], frozenset({'col13', 'row4'}): ['SW74'], frozenset({'col8', 'row1'}): ['SW25'], frozenset({'col0', 'row2'}): ['SW32'], frozenset({'row0', 'col0'}): ['SW1'], frozenset({'row4', 'col5'}): ['SW66'], frozenset({'row4', 'col12'}): ['SW73'], frozenset({'col9', 'row3'}): ['SW56'], frozenset({'row0', 'col9'}): ['SW10'], frozenset({'row0', 'col8'}): ['SW9'], frozenset({'col10', 'row3'}): ['SW57'], frozenset({'col8', 'row2'}): ['SW40'], frozenset({'col4', 'row1'}): ['SW21'], frozenset({'col12', 'row5'}): ['SW46'], frozenset({'row4', 'col11'}): ['SW72'], frozenset({'col5', 'row5'}): ['SW80'], frozenset({'col0', 'row5'}): ['SW75'], frozenset({'row4', 'col6'}): ['SW67'], frozenset({'row4', 'col8'}): ['SW69'], frozenset({'col7', 'row5'}): ['SW82'], frozenset({'col1', 'row5'}): ['SW76'], frozenset({'col1', 'row3'}): ['SW48'], frozenset({'col4', 'row5'}): ['SW79'], frozenset({'col13', 'row0'}): ['SW14'], frozenset({'row1', 'col11'}): ['SW28'], frozenset({'col10', 'row2'}): ['SW42'], frozenset({'row1', 'col2'}): ['SW19'], frozenset({'col13', 'row1'}): ['SW30'], frozenset({'row4', 'col3'}): ['SW64'], frozenset({'row2', 'col9'}): ['SW41'], frozenset({'row4', 'col7'}): ['SW68'], frozenset({'row0', 'col1'}): ['SW2'], frozenset({'row4', 'col2'}): ['SW63'], frozenset({'row2', 'col5'}): ['SW37'], frozenset({'row1', 'col9'}): ['SW26'], frozenset({'row0', 'col11'}): ['SW12'], frozenset({'row2', 'col7'}): ['SW39'], frozenset({'row1', 'col0'}): ['SW17'], frozenset({'col13', 'row2'}): ['SW45'], frozenset({'col6', 'row5'}): ['SW81'], frozenset({'col10', 'row4'}): ['SW71'], frozenset({'col10', 'row1'}): ['SW27'], frozenset({'row1', 'col5'}): ['SW22'], frozenset({'col8', 'row5'}): ['SW83'], frozenset({'col3', 'row2'}): ['SW35'], frozenset({'col12', 'row2'}): ['SW44'], frozenset({'col4', 'row2'}): ['SW36'], frozenset({'col4', 'row3'}): ['SW51'], frozenset({'col1', 'row2'}): ['SW33'], frozenset({'col11', 'row5'}): ['SW31'], frozenset({'col12', 'row1'}): ['SW29'], frozenset({'row0', 'col3'}): ['SW4'], frozenset({'col6', 'row2'}): ['SW38'], frozenset({'col2', 'row5'}): ['SW77'], frozenset({'col13', 'row5'}): ['SW16'], frozenset({'row0', 'col7'}): ['SW8'], frozenset({'row4', 'col9'}): ['SW70'], frozenset({'col12', 'row3'}): ['SW59'], frozenset({'row2', 'col11'}): ['SW43'], frozenset({'col8', 'row3'}): ['SW55'], frozenset({'row3', 'col2'}): ['SW49'], frozenset({'row4', 'col1'}): ['SW62'], frozenset({'row1', 'col3'}): ['SW20'], frozenset({'row0', 'col6'}): ['SW7'], frozenset({'col7', 'row3'}): ['SW54'], frozenset({'col10', 'row0'}): ['SW11'], frozenset({'row1', 'col6'}): ['SW23'], frozenset({'row1', 'col7'}): ['SW24'], frozenset({'col6', 'row3'}): ['SW53'], frozenset({'col1', 'row1'}): ['SW18'], frozenset({'col0', 'row3'}): ['SW47'], frozenset({'row0', 'col4'}): ['SW5'], frozenset({'col3', 'row3'}): ['SW50'], frozenset({'row2', 'col2'}): ['SW34'], frozenset({'row0', 'col5'}): ['SW6'], frozenset({'row0', 'col12'}): ['SW13'], frozenset({'col10', 'row5'}): ['SW15']})
DEBUG: key_placer.py:145: Diodes by switch: {'SW15': ['D15'], 'SW18': ['D18'], 'SW24': ['D24'], 'SW58': ['D58'], 'SW83': ['D83'], 'SW2': ['D2'], 'SW53': ['D53'], 'SW25': ['D25'], 'SW71': ['D71'], 'SW80': ['D80'], 'SW37': ['D37'], 'SW32': ['D32'], 'SW28': ['D28'], 'SW61': ['D61'], 'SW62': ['D62'], 'SW1': ['D1'], 'SW67': ['D67'], 'SW79': ['D79'], 'SW74': ['D74'], 'SW9': ['D9'], 'SW30': ['D30'], 'SW29': ['D29'], 'SW55': ['D55'], 'SW43': ['D43'], 'SW54': ['D54'], 'SW78': ['D78'], 'SW51': ['D51'], 'SW42': ['D42'], 'SW56': ['D56'], 'SW6': ['D6'], 'SW76': ['D76'], 'SW23': ['D23'], 'SW63': ['D63'], 'SW17': ['D17'], 'SW5': ['D5'], 'SW40': ['D40'], 'SW31': ['D31'], 'SW10': ['D10'], 'SW48': ['D48'], 'SW59': ['D59'], 'SW70': ['D70'], 'SW35': ['D35'], 'SW45': ['D45'], 'SW20': ['D20'], 'SW64': ['D64'], 'SW75': ['D75'], 'SW44': ['D44'], 'SW65': ['D65'], 'SW82': ['D82'], 'SW46': ['D46'], 'SW52': ['D52'], 'SW49': ['D49'], 'SW34': ['D34'], 'SW19': ['D19'], 'SW26': ['D26'], 'SW16': ['D16'], 'SW77': ['D77'], 'SW39': ['D39'], 'SW38': ['D38'], 'SW7': ['D7'], 'SW4': ['D4'], 'SW12': ['D12'], 'SW81': ['D81'], 'SW69': ['D69'], 'SW73': ['D73'], 'SW50': ['D50'], 'SW14': ['D14'], 'SW66': ['D66'], 'SW41': ['D41'], 'SW68': ['D68'], 'SW72': ['D72'], 'SW36': ['D36'], 'SW47': ['D47'], 'SW11': ['D11'], 'SW3': ['D3'], 'SW33': ['D33'], 'SW57': ['D57'], 'SW84': ['D84'], 'SW60': ['D60'], 'SW13': ['D13'], 'SW27': ['D27'], 'SW8': ['D8'], 'SW22': ['D22'], 'SW21': ['D21']}
INFO: kle_serial.py:931: User layout: [[{'a': 6}, 'Esc', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', {'a': 5}, 'PrtSc\nNmLk', 'Pause\nScrLk', 'Delete\nInsert'], [{'a': 4}, '~\n`', '!\n1', '@\n2', '#\n3', '$\n4', '%\n5', '^\n6', '&\n7', '*\n8', '(\n9', ')\n0', '_\n-', '+\n=', {'a': 6, 'w': 2}, 'Backspace', 'Home'], [{'a': 4, 'w': 1.5}, 'Tab', 'Q', 'W', 'E', 'R', 'T', 'Y', 'U', 'I', 'O', 'P', '{\n[', '}\n]', {'w': 1.5}, '|\n\\', {'a': 6}, 'Page Up'], [{'a': 4, 'w': 1.75}, 'Caps Lock', 'A', 'S', 'D', 'F', 'G', 'H', 'J', 'K', 'L', ':\n;', '"\n\'', {'a': 6, 'w': 2.25}, 'Enter', 'Page Down'], [{'w': 2.25}, 'Shift', {'a': 4}, 'Z', 'X', 'C', 'V', 'B', 'N', 'M', '<\n,', '>\n.', '?\n/', {'a': 6, 'w': 1.75}, 'Shift', {'a': 7}, '↑', {'a': 6}, 'End'], [{'w': 1.25}, 'Ctrl', {'w': 1.25}, 'Win', {'w': 1.25}, 'Alt', {'a': 7, 'w': 6.25}, '', {'a': 6}, 'Alt', 'Fn', 'Ctrl', {'a': 7}, '←', '↓', '→']]
DEBUG: key_placer.py:724: Layout offset: (28575000, 28575000)
DEBUG: kle_serial.py:990: Layout with: x_ortholinear_keys=45, y_ortholinear_keys=84, rotated_keys=0, encoders=0, iso_enters=0 and unrecognized_shape_keys=0
DEBUG: kle_serial.py:1015: Layout tagged: [<KeyboardTag.ROW_STAGGERED: 2>]
DEBUG: board_modifier.py:94: Setting SW1 footprint position: (38100000, 38100000)
DEBUG: board_modifier.py:94: Setting SW2 footprint position: (57150000, 38100000)
DEBUG: board_modifier.py:94: Setting SW3 footprint position: (76200000, 38100000)
DEBUG: board_modifier.py:94: Setting SW4 footprint position: (95250000, 38100000)
DEBUG: board_modifier.py:94: Setting SW5 footprint position: (114300000, 38100000)
DEBUG: board_modifier.py:94: Setting SW6 footprint position: (133350000, 38100000)
DEBUG: board_modifier.py:94: Setting SW7 footprint position: (152400000, 38100000)
DEBUG: board_modifier.py:94: Setting SW8 footprint position: (171450000, 38100000)
DEBUG: board_modifier.py:94: Setting SW9 footprint position: (190500000, 38100000)
DEBUG: board_modifier.py:94: Setting SW10 footprint position: (209550000, 38100000)
DEBUG: board_modifier.py:94: Setting SW11 footprint position: (228600000, 38100000)
DEBUG: board_modifier.py:94: Setting SW12 footprint position: (247650000, 38100000)
DEBUG: board_modifier.py:94: Setting SW13 footprint position: (266700000, 38100000)
DEBUG: board_modifier.py:94: Setting SW14 footprint position: (285750000, 38100000)
DEBUG: board_modifier.py:94: Setting SW15 footprint position: (304800000, 38100000)
DEBUG: board_modifier.py:94: Setting SW16 footprint position: (323850000, 38100000)
DEBUG: board_modifier.py:94: Setting SW17 footprint position: (38100000, 57150000)
DEBUG: board_modifier.py:94: Setting SW18 footprint position: (57150000, 57150000)
DEBUG: board_modifier.py:94: Setting SW19 footprint position: (76200000, 57150000)
DEBUG: board_modifier.py:94: Setting SW20 footprint position: (95250000, 57150000)
DEBUG: board_modifier.py:94: Setting SW21 footprint position: (114300000, 57150000)
DEBUG: board_modifier.py:94: Setting SW22 footprint position: (133350000, 57150000)
DEBUG: board_modifier.py:94: Setting SW23 footprint position: (152400000, 57150000)
DEBUG: board_modifier.py:94: Setting SW24 footprint position: (171450000, 57150000)
DEBUG: board_modifier.py:94: Setting SW25 footprint position: (190500000, 57150000)
DEBUG: board_modifier.py:94: Setting SW26 footprint position: (209550000, 57150000)
DEBUG: board_modifier.py:94: Setting SW27 footprint position: (228600000, 57150000)
DEBUG: board_modifier.py:94: Setting SW28 footprint position: (247650000, 57150000)
DEBUG: board_modifier.py:94: Setting SW29 footprint position: (266700000, 57150000)
DEBUG: board_modifier.py:94: Setting SW30 footprint position: (295275000, 57150000)
DEBUG: board_modifier.py:94: Setting SW31 footprint position: (323850000, 57150000)
DEBUG: board_modifier.py:94: Setting SW32 footprint position: (42862500, 76200000)
DEBUG: board_modifier.py:94: Setting SW33 footprint position: (66675000, 76200000)
DEBUG: board_modifier.py:94: Setting SW34 footprint position: (85725000, 76200000)
DEBUG: board_modifier.py:94: Setting SW35 footprint position: (104775000, 76200000)
DEBUG: board_modifier.py:94: Setting SW36 footprint position: (123825000, 76200000)
DEBUG: board_modifier.py:94: Setting SW37 footprint position: (142875000, 76200000)
DEBUG: board_modifier.py:94: Setting SW38 footprint position: (161925000, 76200000)
DEBUG: board_modifier.py:94: Setting SW39 footprint position: (180975000, 76200000)
DEBUG: board_modifier.py:94: Setting SW40 footprint position: (200025000, 76200000)
DEBUG: board_modifier.py:94: Setting SW41 footprint position: (219075000, 76200000)
DEBUG: board_modifier.py:94: Setting SW42 footprint position: (238125000, 76200000)
DEBUG: board_modifier.py:94: Setting SW43 footprint position: (257175000, 76200000)
DEBUG: board_modifier.py:94: Setting SW44 footprint position: (276225000, 76200000)
DEBUG: board_modifier.py:94: Setting SW45 footprint position: (300037500, 76200000)
DEBUG: board_modifier.py:94: Setting SW46 footprint position: (323850000, 76200000)
DEBUG: board_modifier.py:94: Setting SW47 footprint position: (45243750, 95250000)
DEBUG: board_modifier.py:94: Setting SW48 footprint position: (71437500, 95250000)
DEBUG: board_modifier.py:94: Setting SW49 footprint position: (90487500, 95250000)
DEBUG: board_modifier.py:94: Setting SW50 footprint position: (109537500, 95250000)
DEBUG: board_modifier.py:94: Setting SW51 footprint position: (128587500, 95250000)
DEBUG: board_modifier.py:94: Setting SW52 footprint position: (147637500, 95250000)
DEBUG: board_modifier.py:94: Setting SW53 footprint position: (166687500, 95250000)
DEBUG: board_modifier.py:94: Setting SW54 footprint position: (185737500, 95250000)
DEBUG: board_modifier.py:94: Setting SW55 footprint position: (204787500, 95250000)
DEBUG: board_modifier.py:94: Setting SW56 footprint position: (223837500, 95250000)
DEBUG: board_modifier.py:94: Setting SW57 footprint position: (242887500, 95250000)
DEBUG: board_modifier.py:94: Setting SW58 footprint position: (261937500, 95250000)
DEBUG: board_modifier.py:94: Setting SW59 footprint position: (292893750, 95250000)
DEBUG: board_modifier.py:94: Setting SW60 footprint position: (323850000, 95250000)
DEBUG: board_modifier.py:94: Setting SW61 footprint position: (50006250, 114300000)
DEBUG: board_modifier.py:94: Setting SW62 footprint position: (80962500, 114300000)
DEBUG: board_modifier.py:94: Setting SW63 footprint position: (100012500, 114300000)
DEBUG: board_modifier.py:94: Setting SW64 footprint position: (119062500, 114300000)
DEBUG: board_modifier.py:94: Setting SW65 footprint position: (138112500, 114300000)
DEBUG: board_modifier.py:94: Setting SW66 footprint position: (157162500, 114300000)
DEBUG: board_modifier.py:94: Setting SW67 footprint position: (176212500, 114300000)
DEBUG: board_modifier.py:94: Setting SW68 footprint position: (195262500, 114300000)
DEBUG: board_modifier.py:94: Setting SW69 footprint position: (214312500, 114300000)
DEBUG: board_modifier.py:94: Setting SW70 footprint position: (233362500, 114300000)
DEBUG: board_modifier.py:94: Setting SW71 footprint position: (252412500, 114300000)
DEBUG: board_modifier.py:94: Setting SW72 footprint position: (278606250, 114300000)
DEBUG: board_modifier.py:94: Setting SW73 footprint position: (304800000, 114300000)
DEBUG: board_modifier.py:94: Setting SW74 footprint position: (323850000, 114300000)
DEBUG: board_modifier.py:94: Setting SW75 footprint position: (40481250, 133350000)
DEBUG: board_modifier.py:94: Setting SW76 footprint position: (64293750, 133350000)
DEBUG: board_modifier.py:94: Setting SW77 footprint position: (88106250, 133350000)
DEBUG: board_modifier.py:94: Setting SW78 footprint position: (159543750, 133350000)
DEBUG: board_modifier.py:94: Setting SW79 footprint position: (228600000, 133350000)
DEBUG: board_modifier.py:94: Setting SW80 footprint position: (247650000, 133350000)
DEBUG: board_modifier.py:94: Setting SW81 footprint position: (266700000, 133350000)
DEBUG: board_modifier.py:94: Setting SW82 footprint position: (285750000, 133350000)
DEBUG: board_modifier.py:94: Setting SW83 footprint position: (304800000, 133350000)
DEBUG: board_modifier.py:94: Setting SW84 footprint position: (323850000, 133350000)
INFO: key_placer.py:1078: Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=4.0, y=4.0, orientation=90.0, side=<Side.BACK: 'Back'>), template_path='')]
DEBUG: board_modifier.py:107: Getting SW1 footprint position: (38100000, 38100000)
DEBUG: board_modifier.py:94: Setting D1 footprint position: (42100000, 42100000)
DEBUG: board_modifier.py:107: Getting SW2 footprint position: (57150000, 38100000)
DEBUG: board_modifier.py:94: Setting D2 footprint position: (61150000, 42100000)
DEBUG: board_modifier.py:107: Getting SW3 footprint position: (76200000, 38100000)
DEBUG: board_modifier.py:94: Setting D3 footprint position: (80200000, 42100000)
DEBUG: board_modifier.py:107: Getting SW4 footprint position: (95250000, 38100000)
DEBUG: board_modifier.py:94: Setting D4 footprint position: (99250000, 42100000)
DEBUG: board_modifier.py:107: Getting SW5 footprint position: (114300000, 38100000)
DEBUG: board_modifier.py:94: Setting D5 footprint position: (118300000, 42100000)
DEBUG: board_modifier.py:107: Getting SW6 footprint position: (133350000, 38100000)
DEBUG: board_modifier.py:94: Setting D6 footprint position: (137350000, 42100000)
DEBUG: board_modifier.py:107: Getting SW7 footprint position: (152400000, 38100000)
DEBUG: board_modifier.py:94: Setting D7 footprint position: (156400000, 42100000)
DEBUG: board_modifier.py:107: Getting SW8 footprint position: (171450000, 38100000)
DEBUG: board_modifier.py:94: Setting D8 footprint position: (175450000, 42100000)
DEBUG: board_modifier.py:107: Getting SW9 footprint position: (190500000, 38100000)
DEBUG: board_modifier.py:94: Setting D9 footprint position: (194500000, 42100000)
DEBUG: board_modifier.py:107: Getting SW10 footprint position: (209550000, 38100000)
DEBUG: board_modifier.py:94: Setting D10 footprint position: (213550000, 42100000)
DEBUG: board_modifier.py:107: Getting SW11 footprint position: (228600000, 38100000)
DEBUG: board_modifier.py:94: Setting D11 footprint position: (232600000, 42100000)
DEBUG: board_modifier.py:107: Getting SW12 footprint position: (247650000, 38100000)
